date,year,month,quarter,department,cost_center,category,budget
2024-04-01,2024,4,Q2,HR,CC-4001,Marketing Spend,124870.41
2024-05-01,2024,5,Q2,HR,CC-4001,Marketing Spend,187808.8
2024-06-01,2024,6,Q2,HR,CC-4001,Marketing Spend,276182.67
2024-07-01,2024,7,Q3,HR,CC-4001,Marketing Spend,224326.69
2024-08-01,2024,8,Q3,HR,CC-4001,Marketing Spend,37886.58
2024-09-01,2024,9,Q3,HR,CC-4001,Marketing Spend,297424.09
2024-10-01,2024,10,Q4,HR,CC-4001,Marketing Spend,223069.1
2024-11-01,2024,11,Q4,HR,CC-4001,Marketing Spend,173395.58
2024-12-01,2024,12,Q4,HR,CC-4001,Marketing Spend,204760.47
2025-01-01,2025,1,Q1,HR,CC-4001,Marketing Spend,137725.49
2025-02-01,2025,2,Q1,HR,CC-4001,Marketing Spend,332205.49
2025-03-01,2025,3,Q1,HR,CC-4001,Marketing Spend,526104.88
2023-01-01,2023,1,Q1,HR,CC-4001,Software,32340.46
2023-02-01,2023,2,Q1,HR,CC-4001,Software,91867.39
2023-03-01,2023,3,Q1,HR,CC-4001,Software,11502.57
2023-04-01,2023,4,Q2,HR,CC-4001,Software,80718.05
2023-05-01,2023,5,Q2,HR,CC-4001,Software,86806.52
2023-06-01,2023,6,Q2,HR,CC-4001,Software,30929.75
2023-07-01,2023,7,Q3,HR,CC-4001,Software,28014.66
2023-08-01,2023,8,Q3,HR,CC-4001,Software,17613.28
2023-09-01,2023,9,Q3,HR,CC-4001,Software,48739.25
2023-10-01,2023,10,Q4,HR,CC-4001,Software,27564.29
2023-11-01,2023,11,Q4,HR,CC-4001,Software,77945.87
2023-12-01,2023,12,Q4,HR,CC-4001,Software,11822.66
2024-01-01,2024,1,Q1,HR,CC-4001,Software,40946.33
2024-02-01,2024,2,Q1,HR,CC-4001,Software,26519.34
2024-03-01,2024,3,Q1,HR,CC-4001,Software,23246.29
2024-04-01,2024,4,Q2,HR,CC-4001,Software,13498.71
2024-05-01,2024,5,Q2,HR,CC-4001,Software,29203.72
2024-06-01,2024,6,Q2,HR,CC-4001,Software,13651.78
2024-07-01,2024,7,Q3,HR,CC-4001,Software,56271.89
2024-08-01,2024,8,Q3,HR,CC-4001,Software,31057.17
2024-09-01,2024,9,Q3,HR,CC-4001,Software,55232.67
2024-10-01,2024,10,Q4,HR,CC-4001,Software,53479.73
2024-11-01,2024,11,Q4,HR,CC-4001,Software,63214.78
2024-12-01,2024,12,Q4,HR,CC-4001,Software,58488.52
2025-01-01,2025,1,Q1,HR,CC-4001,Software,69437.54
2025-02-01,2025,2,Q1,HR,CC-4001,Software,76597.36
2025-03-01,2025,3,Q1,HR,CC-4001,Software,33485.74
2023-01-01,2023,1,Q1,HR,CC-4001,Utilities,24215.51
2023-02-01,2023,2,Q1,HR,CC-4001,Utilities,22852.4
2023-03-01,2023,3,Q1,HR,CC-4001,Utilities,15159.08
2023-04-01,2023,4,Q2,HR,CC-4001,Utilities,50398.53
2023-05-01,2023,5,Q2,HR,CC-4001,Utilities,10249.02
2023-06-01,2023,6,Q2,HR,CC-4001,Utilities,18565.89
2023-07-01,2023,7,Q3,HR,CC-4001,Utilities,18933.17
2023-08-01,2023,8,Q3,HR,CC-4001,Utilities,9023.74
2023-09-01,2023,9,Q3,HR,CC-4001,Utilities,10318.95
2023-10-01,2023,10,Q4,HR,CC-4001,Utilities,18054.78
2023-11-01,2023,11,Q4,HR,CC-4001,Utilities,22665.79
2023-12-01,2023,12,Q4,HR,CC-4001,Utilities,6958.66
2024-01-01,2024,1,Q1,HR,CC-4001,Utilities,12184.19
2024-02-01,2024,2,Q1,HR,CC-4001,Utilities,27668.27
2024-03-01,2024,3,Q1,HR,CC-4001,Utilities,6223.95
2024-04-01,2024,4,Q2,HR,CC-4001,Utilities,19111.41
2024-05-01,2024,5,Q2,HR,CC-4001,Utilities,33298.39
2024-06-01,2024,6,Q2,HR,CC-4001,Utilities,26746.92
2024-07-01,2024,7,Q3,HR,CC-4001,Utilities,17794.87
2024-08-01,2024,8,Q3,HR,CC-4001,Utilities,17405.81
2024-09-01,2024,9,Q3,HR,CC-4001,Utilities,20802.04
2024-10-01,2024,10,Q4,HR,CC-4001,Utilities,16666.9
2024-11-01,2024,11,Q4,HR,CC-4001,Utilities,15412.32
2024-12-01,2024,12,Q4,HR,CC-4001,Utilities,15904.33
2025-01-01,2025,1,Q1,HR,CC-4001,Utilities,5820.06
2025-02-01,2025,2,Q1,HR,CC-4001,Utilities,9298.18
2025-03-01,2025,3,Q1,HR,CC-4001,Utilities,28796.25
2023-01-01,2023,1,Q1,HR,CC-4001,Headcount,51.62
2023-02-01,2023,2,Q1,HR,CC-4001,Headcount,17.27
2023-03-01,2023,3,Q1,HR,CC-4001,Headcount,10.94
2023-04-01,2023,4,Q2,HR,CC-4001,Headcount,88.51
2023-05-01,2023,5,Q2,HR,CC-4001,Headcount,92.48
2023-06-01,2023,6,Q2,HR,CC-4001,Headcount,37.2
2023-07-01,2023,7,Q3,HR,CC-4001,Headcount,99.08
2023-08-01,2023,8,Q3,HR,CC-4001,Headcount,101.76
2023-09-01,2023,9,Q3,HR,CC-4001,Headcount,47.16
2023-10-01,2023,10,Q4,HR,CC-4001,Headcount,56.49
2023-11-01,2023,11,Q4,HR,CC-4001,Headcount,27.29
2023-12-01,2023,12,Q4,HR,CC-4001,Headcount,94.85
2024-01-01,2024,1,Q1,HR,CC-4001,Headcount,173.55
2024-02-01,2024,2,Q1,HR,CC-4001,Headcount,100.14
2024-03-01,2024,3,Q1,HR,CC-4001,Headcount,66.9
2024-04-01,2024,4,Q2,HR,CC-4001,Headcount,72.64
2024-05-01,2024,5,Q2,HR,CC-4001,Headcount,34.99
2024-06-01,2024,6,Q2,HR,CC-4001,Headcount,226.32
2024-07-01,2024,7,Q3,HR,CC-4001,Headcount,20.54
2024-08-01,2024,8,Q3,HR,CC-4001,Headcount,85.51
2024-09-01,2024,9,Q3,HR,CC-4001,Headcount,90.82
2024-10-01,2024,10,Q4,HR,CC-4001,Headcount,18.62
2024-11-01,2024,11,Q4,HR,CC-4001,Headcount,58.41
2024-12-01,2024,12,Q4,HR,CC-4001,Headcount,14.93
2025-01-01,2025,1,Q1,HR,CC-4001,Headcount,107.92
2025-02-01,2025,2,Q1,HR,CC-4001,Headcount,71.52
2025-03-01,2025,3,Q1,HR,CC-4001,Headcount,16.41
2023-01-01,2023,1,Q1,Operations,CC-5001,Salaries,608097.38
2023-02-01,2023,2,Q1,Operations,CC-5001,Salaries,236644.26
2023-03-01,2023,3,Q1,Operations,CC-5001,Salaries,899150.97
2023-04-01,2023,4,Q2,Operations,CC-5001,Salaries,665662.38
2023-05-01,2023,5,Q2,Operations,CC-5001,Salaries,638546.93
2023-06-01,2023,6,Q2,Operations,CC-5001,Salaries,872573.02
2023-07-01,2023,7,Q3,Operations,CC-5001,Salaries,588027.7
2023-08-01,2023,8,Q3,Operations,CC-5001,Salaries,558866.47
2023-09-01,2023,9,Q3,Operations,CC-5001,Salaries,932326.84
2023-10-01,2023,10,Q4,Operations,CC-5001,Salaries,525915.1
2023-11-01,2023,11,Q4,Operations,CC-5001,Salaries,642725.57
2023-12-01,2023,12,Q4,Operations,CC-5001,Salaries,717485.87
2024-01-01,2024,1,Q1,Operations,CC-5001,Salaries,168351.08
2024-02-01,2024,2,Q1,Operations,CC-5001,Salaries,1017889.29
2024-03-01,2024,3,Q1,Operations,CC-5001,Salaries,1091548.94
2024-04-01,2024,4,Q2,Operations,CC-5001,Salaries,982352.59
2024-05-01,2024,5,Q2,Operations,CC-5001,Salaries,464605.26
2024-06-01,2024,6,Q2,Operations,CC-5001,Salaries,632963.85
2024-07-01,2024,7,Q3,Operations,CC-5001,Salaries,157984.98
2024-08-01,2024,8,Q3,Operations,CC-5001,Salaries,649554.26
2024-09-01,2024,9,Q3,Operations,CC-5001,Salaries,393420.8
2024-10-01,2024,10,Q4,Operations,CC-5001,Salaries,587158.51
2024-11-01,2024,11,Q4,Operations,CC-5001,Salaries,641628.08
2024-12-01,2024,12,Q4,Operations,CC-5001,Salaries,699244.99
2025-01-01,2025,1,Q1,Operations,CC-5001,Salaries,652496.08
2025-02-01,2025,2,Q1,Operations,CC-5001,Salaries,1080917.3
2025-03-01,2025,3,Q1,Operations,CC-5001,Salaries,736878.88
2023-01-01,2023,1,Q1,Operations,CC-5001,OPEX,151951.67
2023-02-01,2023,2,Q1,Operations,CC-5001,OPEX,175456.15
2023-03-01,2023,3,Q1,Operations,CC-5001,OPEX,61720.21
2023-04-01,2023,4,Q2,Operations,CC-5001,OPEX,143856.16
2023-05-01,2023,5,Q2,Operations,CC-5001,OPEX,195406.34
2023-06-01,2023,6,Q2,Operations,CC-5001,OPEX,185776.31
2023-07-01,2023,7,Q3,Operations,CC-5001,OPEX,297081.07
2023-08-01,2023,8,Q3,Operations,CC-5001,OPEX,142041.65
2023-09-01,2023,9,Q3,Operations,CC-5001,OPEX,86028.85
2023-10-01,2023,10,Q4,Operations,CC-5001,OPEX,68443.71
2023-11-01,2023,11,Q4,Operations,CC-5001,OPEX,182384.59
2023-12-01,2023,12,Q4,Operations,CC-5001,OPEX,177733.19
2024-01-01,2024,1,Q1,Operations,CC-5001,OPEX,190533.75
2024-02-01,2024,2,Q1,Operations,CC-5001,OPEX,348367.12
2024-03-01,2024,3,Q1,Operations,CC-5001,OPEX,254805.7
2024-04-01,2024,4,Q2,Operations,CC-5001,OPEX,89306.8
2024-05-01,2024,5,Q2,Operations,CC-5001,OPEX,125868.28
2024-06-01,2024,6,Q2,Operations,CC-5001,OPEX,123597.65
2024-07-01,2024,7,Q3,Operations,CC-5001,OPEX,138889.61
2024-08-01,2024,8,Q3,Operations,CC-5001,OPEX,64313.54
2024-09-01,2024,9,Q3,Operations,CC-5001,OPEX,120000.34
2024-10-01,2024,10,Q4,Operations,CC-5001,OPEX,173156.28
2024-11-01,2024,11,Q4,Operations,CC-5001,OPEX,101308.87
2024-12-01,2024,12,Q4,Operations,CC-5001,OPEX,123187.13
2025-01-01,2025,1,Q1,Operations,CC-5001,OPEX,198017.03
2025-02-01,2025,2,Q1,Operations,CC-5001,OPEX,139678.5
2025-03-01,2025,3,Q1,Operations,CC-5001,OPEX,185105.2
2023-01-01,2023,1,Q1,Operations,CC-5001,Capex,134004.16
2023-02-01,2023,2,Q1,Operations,CC-5001,Capex,69424.45
2023-03-01,2023,3,Q1,Operations,CC-5001,Capex,31822.13
2023-04-01,2023,4,Q2,Operations,CC-5001,Capex,42191.99
2023-05-01,2023,5,Q2,Operations,CC-5001,Capex,25281.83
2023-06-01,2023,6,Q2,Operations,CC-5001,Capex,155005.88
2023-07-01,2023,7,Q3,Operations,CC-5001,Capex,42853.47
2023-08-01,2023,8,Q3,Operations,CC-5001,Capex,49066.75
2023-09-01,2023,9,Q3,Operations,CC-5001,Capex,33426.69
2023-10-01,2023,10,Q4,Operations,CC-5001,Capex,97807.72
2023-11-01,2023,11,Q4,Operations,CC-5001,Capex,65601.15
2023-12-01,2023,12,Q4,Operations,CC-5001,Capex,113251.64
2024-01-01,2024,1,Q1,Operations,CC-5001,Capex,229349.51
2024-02-01,2024,2,Q1,Operations,CC-5001,Capex,55475.07
2024-03-01,2024,3,Q1,Operations,CC-5001,Capex,24864.28
2024-04-01,2024,4,Q2,Operations,CC-5001,Capex,61281.35
2024-05-01,2024,5,Q2,Operations,CC-5001,Capex,44723.19
2024-06-01,2024,6,Q2,Operations,CC-5001,Capex,41975.37
2024-07-01,2024,7,Q3,Operations,CC-5001,Capex,81131.12
2024-08-01,2024,8,Q3,Operations,CC-5001,Capex,20588.18
2024-09-01,2024,9,Q3,Operations,CC-5001,Capex,71801.97
2024-10-01,2024,10,Q4,Operations,CC-5001,Capex,45294.12
2024-11-01,2024,11,Q4,Operations,CC-5001,Capex,52613.72
2024-12-01,2024,12,Q4,Operations,CC-5001,Capex,128307.56
2025-01-01,2025,1,Q1,Operations,CC-5001,Capex,36269.42
2025-02-01,2025,2,Q1,Operations,CC-5001,Capex,57914.9
2025-03-01,2025,3,Q1,Operations,CC-5001,Capex,98974.48
2023-01-01,2023,1,Q1,Operations,CC-5001,T&E,10940.87
2023-02-01,2023,2,Q1,Operations,CC-5001,T&E,20364.29
2023-03-01,2023,3,Q1,Operations,CC-5001,T&E,20661.14
2023-04-01,2023,4,Q2,Operations,CC-5001,T&E,17794.75
2023-05-01,2023,5,Q2,Operations,CC-5001,T&E,8522.07
2023-06-01,2023,6,Q2,Operations,CC-5001,T&E,19581.33
2023-07-01,2023,7,Q3,Operations,CC-5001,T&E,6755.53
2023-08-01,2023,8,Q3,Operations,CC-5001,T&E,35138.03
2023-09-01,2023,9,Q3,Operations,CC-5001,T&E,16842.33
2023-10-01,2023,10,Q4,Operations,CC-5001,T&E,8164.05
2023-11-01,2023,11,Q4,Operations,CC-5001,T&E,14689.53
2023-12-01,2023,12,Q4,Operations,CC-5001,T&E,15365.01
2024-01-01,2024,1,Q1,Operations,CC-5001,T&E,58302.77
2024-02-01,2024,2,Q1,Operations,CC-5001,T&E,9797.74
2024-03-01,2024,3,Q1,Operations,CC-5001,T&E,51768.11
2024-04-01,2024,4,Q2,Operations,CC-5001,T&E,34297.0
2024-05-01,2024,5,Q2,Operations,CC-5001,T&E,31858.06
2024-06-01,2024,6,Q2,Operations,CC-5001,T&E,12671.1
2024-07-01,2024,7,Q3,Operations,CC-5001,T&E,23199.44
2024-08-01,2024,8,Q3,Operations,CC-5001,T&E,27551.39
2024-09-01,2024,9,Q3,Operations,CC-5001,T&E,33461.07
2024-10-01,2024,10,Q4,Operations,CC-5001,T&E,35455.36
2024-11-01,2024,11,Q4,Operations,CC-5001,T&E,31427.26
2024-12-01,2024,12,Q4,Operations,CC-5001,T&E,29305.9
2025-01-01,2025,1,Q1,Operations,CC-5001,T&E,28944.31
2025-02-01,2025,2,Q1,Operations,CC-5001,T&E,28249.33
2025-03-01,2025,3,Q1,Operations,CC-5001,T&E,10311.45
2023-01-01,2023,1,Q1,Operations,CC-5001,Marketing Spend,276799.58
2023-02-01,2023,2,Q1,Operations,CC-5001,Marketing Spend,190482.6
2023-03-01,2023,3,Q1,Operations,CC-5001,Marketing Spend,87844.24
2023-04-01,2023,4,Q2,Operations,CC-5001,Marketing Spend,203269.69
2023-05-01,2023,5,Q2,Operations,CC-5001,Marketing Spend,108075.65
2023-06-01,2023,6,Q2,Operations,CC-5001,Marketing Spend,109986.6
2023-07-01,2023,7,Q3,Operations,CC-5001,Marketing Spend,184272.05
2023-08-01,2023,8,Q3,Operations,CC-5001,Marketing Spend,105762.69
2023-09-01,2023,9,Q3,Operations,CC-5001,Marketing Spend,116204.07
2023-10-01,2023,10,Q4,Operations,CC-5001,Marketing Spend,188512.34
2023-11-01,2023,11,Q4,Operations,CC-5001,Marketing Spend,90244.71
2023-12-01,2023,12,Q4,Operations,CC-5001,Marketing Spend,223267.49
2024-01-01,2024,1,Q1,Operations,CC-5001,Marketing Spend,89611.41
2024-02-01,2024,2,Q1,Operations,CC-5001,Marketing Spend,100630.88
2024-03-01,2024,3,Q1,Operations,CC-5001,Marketing Spend,36552.8
2024-04-01,2024,4,Q2,Operations,CC-5001,Marketing Spend,59334.76
2024-05-01,2024,5,Q2,Operations,CC-5001,Marketing Spend,276485.91
2024-06-01,2024,6,Q2,Operations,CC-5001,Marketing Spend,308237.76
2024-07-01,2024,7,Q3,Operations,CC-5001,Marketing Spend,163064.76
2024-08-01,2024,8,Q3,Operations,CC-5001,Marketing Spend,94363.89
2024-09-01,2024,9,Q3,Operations,CC-5001,Marketing Spend,99292.16
2024-10-01,2024,10,Q4,Operations,CC-5001,Marketing Spend,108029.59
2024-11-01,2024,11,Q4,Operations,CC-5001,Marketing Spend,60358.17
2024-12-01,2024,12,Q4,Operations,CC-5001,Marketing Spend,101799.41
2025-01-01,2025,1,Q1,Operations,CC-5001,Marketing Spend,205098.4
2025-02-01,2025,2,Q1,Operations,CC-5001,Marketing Spend,62496.45
2025-03-01,2025,3,Q1,Operations,CC-5001,Marketing Spend,112060.33
2023-01-01,2023,1,Q1,Operations,CC-5001,Software,44813.83
2023-02-01,2023,2,Q1,Operations,CC-5001,Software,60533.52
2023-03-01,2023,3,Q1,Operations,CC-5001,Software,44043.0
2023-04-01,2023,4,Q2,Operations,CC-5001,Software,53822.29
2023-05-01,2023,5,Q2,Operations,CC-5001,Software,60145.07
2023-06-01,2023,6,Q2,Operations,CC-5001,Software,19979.02
2023-07-01,2023,7,Q3,Operations,CC-5001,Software,11375.96
2023-08-01,2023,8,Q3,Operations,CC-5001,Software,49792.81
2023-09-01,2023,9,Q3,Operations,CC-5001,Software,50924.42
2023-10-01,2023,10,Q4,Operations,CC-5001,Software,27780.6
2023-11-01,2023,11,Q4,Operations,CC-5001,Software,43492.46
2023-12-01,2023,12,Q4,Operations,CC-5001,Software,69553.87
2024-01-01,2024,1,Q1,Operations,CC-5001,Software,42671.79
2024-02-01,2024,2,Q1,Operations,CC-5001,Software,12707.25
2024-03-01,2024,3,Q1,Operations,CC-5001,Software,95938.61
2024-04-01,2024,4,Q2,Operations,CC-5001,Software,59889.74
2024-05-01,2024,5,Q2,Operations,CC-5001,Software,66127.43
2024-06-01,2024,6,Q2,Operations,CC-5001,Software,36615.47
2024-07-01,2024,7,Q3,Operations,CC-5001,Software,36647.85
2024-08-01,2024,8,Q3,Operations,CC-5001,Software,25525.32
2024-09-01,2024,9,Q3,Operations,CC-5001,Software,49056.57
2024-10-01,2024,10,Q4,Operations,CC-5001,Software,15833.35
2024-11-01,2024,11,Q4,Operations,CC-5001,Software,15641.59
2024-12-01,2024,12,Q4,Operations,CC-5001,Software,63534.88
2025-01-01,2025,1,Q1,Operations,CC-5001,Software,25912.4
2025-02-01,2025,2,Q1,Operations,CC-5001,Software,42692.34
2025-03-01,2025,3,Q1,Operations,CC-5001,Software,71190.75
2023-01-01,2023,1,Q1,Operations,CC-5001,Utilities,11703.97
2023-02-01,2023,2,Q1,Operations,CC-5001,Utilities,18276.83
2023-03-01,2023,3,Q1,Operations,CC-5001,Utilities,19700.18
2023-04-01,2023,4,Q2,Operations,CC-5001,Utilities,12509.47
2023-05-01,2023,5,Q2,Operations,CC-5001,Utilities,12158.5
2023-06-01,2023,6,Q2,Operations,CC-5001,Utilities,5248.97
2023-07-01,2023,7,Q3,Operations,CC-5001,Utilities,2632.28
2023-08-01,2023,8,Q3,Operations,CC-5001,Utilities,15107.23
2023-09-01,2023,9,Q3,Operations,CC-5001,Utilities,9795.96
2023-10-01,2023,10,Q4,Operations,CC-5001,Utilities,22540.68
2023-11-01,2023,11,Q4,Operations,CC-5001,Utilities,23360.33
2023-12-01,2023,12,Q4,Operations,CC-5001,Utilities,32137.86
2024-01-01,2024,1,Q1,Operations,CC-5001,Utilities,5189.04
2024-02-01,2024,2,Q1,Operations,CC-5001,Utilities,21206.79
2024-03-01,2024,3,Q1,Operations,CC-5001,Utilities,20984.9
2024-04-01,2024,4,Q2,Operations,CC-5001,Utilities,21854.94
2024-05-01,2024,5,Q2,Operations,CC-5001,Utilities,21036.52
2024-06-01,2024,6,Q2,Operations,CC-5001,Utilities,29118.44
2024-07-01,2024,7,Q3,Operations,CC-5001,Utilities,7050.86
2024-08-01,2024,8,Q3,Operations,CC-5001,Utilities,9968.35
2024-09-01,2024,9,Q3,Operations,CC-5001,Utilities,15313.9
2024-10-01,2024,10,Q4,Operations,CC-5001,Utilities,21555.35
2024-11-01,2024,11,Q4,Operations,CC-5001,Utilities,17238.89
2024-12-01,2024,12,Q4,Operations,CC-5001,Utilities,22599.85
2025-01-01,2025,1,Q1,Operations,CC-5001,Utilities,12250.81
2025-02-01,2025,2,Q1,Operations,CC-5001,Utilities,6733.51
2025-03-01,2025,3,Q1,Operations,CC-5001,Utilities,24278.57
2023-01-01,2023,1,Q1,Operations,CC-5001,Headcount,79.02
2023-02-01,2023,2,Q1,Operations,CC-5001,Headcount,52.86
2023-03-01,2023,3,Q1,Operations,CC-5001,Headcount,53.22
2023-04-01,2023,4,Q2,Operations,CC-5001,Headcount,13.8
2023-05-01,2023,5,Q2,Operations,CC-5001,Headcount,107.57
2023-06-01,2023,6,Q2,Operations,CC-5001,Headcount,94.57
2023-07-01,2023,7,Q3,Operations,CC-5001,Headcount,93.03
2023-08-01,2023,8,Q3,Operations,CC-5001,Headcount,68.59
2023-09-01,2023,9,Q3,Operations,CC-5001,Headcount,74.18
2023-10-01,2023,10,Q4,Operations,CC-5001,Headcount,26.14
2023-11-01,2023,11,Q4,Operations,CC-5001,Headcount,79.07
2023-12-01,2023,12,Q4,Operations,CC-5001,Headcount,66.09
2024-01-01,2024,1,Q1,Operations,CC-5001,Headcount,20.2
2024-02-01,2024,2,Q1,Operations,CC-5001,Headcount,67.6
2024-03-01,2024,3,Q1,Operations,CC-5001,Headcount,41.21
2024-04-01,2024,4,Q2,Operations,CC-5001,Headcount,110.68
2024-05-01,2024,5,Q2,Operations,CC-5001,Headcount,32.74
2024-06-01,2024,6,Q2,Operations,CC-5001,Headcount,74.0
2024-07-01,2024,7,Q3,Operations,CC-5001,Headcount,22.61
2024-08-01,2024,8,Q3,Operations,CC-5001,Headcount,80.05
2024-09-01,2024,9,Q3,Operations,CC-5001,Headcount,65.66
2024-10-01,2024,10,Q4,Operations,CC-5001,Headcount,19.15
2024-11-01,2024,11,Q4,Operations,CC-5001,Headcount,49.18
2024-12-01,2024,12,Q4,Operations,CC-5001,Headcount,81.96
2025-01-01,2025,1,Q1,Operations,CC-5001,Headcount,34.21
2025-02-01,2025,2,Q1,Operations,CC-5001,Headcount,104.48
2025-03-01,2025,3,Q1,Operations,CC-5001,Headcount,202.93
2023-01-01,2023,1,Q1,Finance,CC-6001,Salaries,439235.36
2023-02-01,2023,2,Q1,Finance,CC-6001,Salaries,1008307.49
2023-03-01,2023,3,Q1,Finance,CC-6001,Salaries,547039.04
2023-04-01,2023,4,Q2,Finance,CC-6001,Salaries,737379.52
2023-05-01,2023,5,Q2,Finance,CC-6001,Salaries,696914.2
2023-06-01,2023,6,Q2,Finance,CC-6001,Salaries,614598.98
2023-07-01,2023,7,Q3,Finance,CC-6001,Salaries,254223.0
2023-08-01,2023,8,Q3,Finance,CC-6001,Salaries,443175.92
2023-09-01,2023,9,Q3,Finance,CC-6001,Salaries,458103.7
2023-10-01,2023,10,Q4,Finance,CC-6001,Salaries,172650.58
2023-11-01,2023,11,Q4,Finance,CC-6001,Salaries,425477.8
2023-12-01,2023,12,Q4,Finance,CC-6001,Salaries,751337.04
2024-01-01,2024,1,Q1,Finance,CC-6001,Salaries,769246.44
2024-02-01,2024,2,Q1,Finance,CC-6001,Salaries,1098840.06
2024-03-01,2024,3,Q1,Finance,CC-6001,Salaries,1001478.56
2024-04-01,2024,4,Q2,Finance,CC-6001,Salaries,433604.92
2024-05-01,2024,5,Q2,Finance,CC-6001,Salaries,756442.8
2024-06-01,2024,6,Q2,Finance,CC-6001,Salaries,720174.58
2024-07-01,2024,7,Q3,Finance,CC-6001,Salaries,623420.73
2024-08-01,2024,8,Q3,Finance,CC-6001,Salaries,657804.74
2024-09-01,2024,9,Q3,Finance,CC-6001,Salaries,627713.5
2024-10-01,2024,10,Q4,Finance,CC-6001,Salaries,699441.17
2024-11-01,2024,11,Q4,Finance,CC-6001,Salaries,776407.3
2024-12-01,2024,12,Q4,Finance,CC-6001,Salaries,564849.16
2025-01-01,2025,1,Q1,Finance,CC-6001,Salaries,623197.56
2025-02-01,2025,2,Q1,Finance,CC-6001,Salaries,781028.91
2025-03-01,2025,3,Q1,Finance,CC-6001,Salaries,869897.57
2023-01-01,2023,1,Q1,Finance,CC-6001,OPEX,166360.28
2023-02-01,2023,2,Q1,Finance,CC-6001,OPEX,59061.15
2023-03-01,2023,3,Q1,Finance,CC-6001,OPEX,77232.1
2023-04-01,2023,4,Q2,Finance,CC-6001,OPEX,206367.32
2023-05-01,2023,5,Q2,Finance,CC-6001,OPEX,80318.57
2023-06-01,2023,6,Q2,Finance,CC-6001,OPEX,101549.09
2023-07-01,2023,7,Q3,Finance,CC-6001,OPEX,56920.72
2023-08-01,2023,8,Q3,Finance,CC-6001,OPEX,33295.46
2023-09-01,2023,9,Q3,Finance,CC-6001,OPEX,53200.77
2023-10-01,2023,10,Q4,Finance,CC-6001,OPEX,49960.52
2023-11-01,2023,11,Q4,Finance,CC-6001,OPEX,139595.19
2023-12-01,2023,12,Q4,Finance,CC-6001,OPEX,128984.04
2024-01-01,2024,1,Q1,Finance,CC-6001,OPEX,111108.75
2024-02-01,2024,2,Q1,Finance,CC-6001,OPEX,105913.3
2024-03-01,2024,3,Q1,Finance,CC-6001,OPEX,152553.25
2024-04-01,2024,4,Q2,Finance,CC-6001,OPEX,62039.57
2024-05-01,2024,5,Q2,Finance,CC-6001,OPEX,71325.62
2024-06-01,2024,6,Q2,Finance,CC-6001,OPEX,51344.69
2024-07-01,2024,7,Q3,Finance,CC-6001,OPEX,103472.43
2024-08-01,2024,8,Q3,Finance,CC-6001,OPEX,117747.35
2024-09-01,2024,9,Q3,Finance,CC-6001,OPEX,65797.95
2024-10-01,2024,10,Q4,Finance,CC-6001,OPEX,58731.77
2024-11-01,2024,11,Q4,Finance,CC-6001,OPEX,50527.71
2024-12-01,2024,12,Q4,Finance,CC-6001,OPEX,120882.7
2025-01-01,2025,1,Q1,Finance,CC-6001,OPEX,99951.55
2025-02-01,2025,2,Q1,Finance,CC-6001,OPEX,128547.95
2025-03-01,2025,3,Q1,Finance,CC-6001,OPEX,193004.27
2023-01-01,2023,1,Q1,Finance,CC-6001,Capex,10232.8
2023-02-01,2023,2,Q1,Finance,CC-6001,Capex,165808.69
2023-03-01,2023,3,Q1,Finance,CC-6001,Capex,85990.62
2023-04-01,2023,4,Q2,Finance,CC-6001,Capex,91146.63
2023-05-01,2023,5,Q2,Finance,CC-6001,Capex,68414.87
2023-06-01,2023,6,Q2,Finance,CC-6001,Capex,140327.15
2023-07-01,2023,7,Q3,Finance,CC-6001,Capex,100939.13
2023-08-01,2023,8,Q3,Finance,CC-6001,Capex,35878.35
2023-09-01,2023,9,Q3,Finance,CC-6001,Capex,20017.47
2023-10-01,2023,10,Q4,Finance,CC-6001,Capex,93646.05
2023-11-01,2023,11,Q4,Finance,CC-6001,Capex,55701.09
2023-12-01,2023,12,Q4,Finance,CC-6001,Capex,101583.89
2024-01-01,2024,1,Q1,Finance,CC-6001,Capex,95109.34
2024-02-01,2024,2,Q1,Finance,CC-6001,Capex,239304.67
2024-03-01,2024,3,Q1,Finance,CC-6001,Capex,171000.88
2024-04-01,2024,4,Q2,Finance,CC-6001,Capex,160388.66
2024-05-01,2024,5,Q2,Finance,CC-6001,Capex,127501.55
2024-06-01,2024,6,Q2,Finance,CC-6001,Capex,128906.01
2024-07-01,2024,7,Q3,Finance,CC-6001,Capex,45353.02
2024-08-01,2024,8,Q3,Finance,CC-6001,Capex,102164.57
2024-09-01,2024,9,Q3,Finance,CC-6001,Capex,100664.18
2024-10-01,2024,10,Q4,Finance,CC-6001,Capex,135427.27
2024-11-01,2024,11,Q4,Finance,CC-6001,Capex,66811.24
2024-12-01,2024,12,Q4,Finance,CC-6001,Capex,27301.17
2025-01-01,2025,1,Q1,Finance,CC-6001,Capex,111633.43
2025-02-01,2025,2,Q1,Finance,CC-6001,Capex,61257.58
2025-03-01,2025,3,Q1,Finance,CC-6001,Capex,30900.19
2023-01-01,2023,1,Q1,Finance,CC-6001,T&E,26083.95
2023-02-01,2023,2,Q1,Finance,CC-6001,T&E,48357.66
2023-03-01,2023,3,Q1,Finance,CC-6001,T&E,9654.06
2023-04-01,2023,4,Q2,Finance,CC-6001,T&E,11278.14
